id,name,latitude,longitude ,feature class,feature code,admin1,admin2,admin3,admin4,population,demelev
384107,Hanika,-2.2889,29.1881,P,PPL,14,37,3710,371004,0,1585
384108,Kagano,-2.3767,29.1155,P,PPLL,14,37,3705,370501,0,1781
384109,Mugera,-2.35806,29.02889,L,LCTY,14,,,,0,1732
384110,Cyagara,-2.68444,29.02111,H,STM,14,,,,0,956
384111,Rugunga,-2.6716,29.0096,H,STM,14,,,,0,985
384112,Nyamabuye,-2.5592,29.0339,H,STM,14,,,,0,1161
384113,Basuru,-2.62139,29.27528,H,STM,14,,,,0,2008
384114,Nyarashwati,-2.5125,29.23139,H,STM,14,,,,0,1916
384115,Matyazo,-2.4775,29.0423,H,STM,14,,,,0,1620
384116,Nyamanzi,-2.36356,29.03204,H,STM,14,,,,0,1575
384117,Shangazi,-2.41194,29.04611,H,STM,14,,,,0,1467
384118,Nyakabunda,-2.42174,28.9513,H,STM,14,,,,0,1530
384119,Nyarubandwa,-2.2177,29.2817,H,STM,14,,,,0,1548
384120,Bupfune,-2.07167,29.35944,H,STM,14,,,,0,1469
384121,Kavungu,-2.06333,29.41083,H,STM,14,,,,0,1634
384122,Rukopfu,-2.0964,29.4774,H,STM,14,,,,0,1935
384123,Ntaruka,-2.02778,29.39944,H,STM,14,,,,0,1589
384124,Kore,-1.88972,29.37111,H,STM,14,,,,0,1744
384125,Rwishwa,-1.9123,29.3692,H,STM,14,,,,0,1641
384126,Kiruli,-2.0165,29.3826,H,STM,14,,,,0,1554
384127,Cyajongo,-2.0123,29.5797,H,STM,14,,,,0,1713
384129,Nyamitanga,-2.08111,29.62333,H,STM,15,,,,0,1548
384130,Gaseke,-2.03333,29.60111,H,STM,14,,,,0,1670
384131,Rwinkomo,-2.1022,29.5992,H,STM,14,,,,0,1554
384133,Kabakobwa,-2.1447,29.5281,H,STM,14,,,,0,1674
384137,Ngoma,-2.1566,29.2777,P,PPL,14,31,3103,310303,0,1647
384138,Mara,-2.1003,29.2864,P,PPL,14,31,3105,310503,0,1619
384139,Mpembe,-2.1118,29.2587,P,PPLL,14,31,3103,310301,0,1475
384143,Rubazo,-2.1449,29.3546,P,PPLL,14,31,3112,311207,0,1790
384144,Kagabiro,-2.1196,29.3248,P,PPL,14,31,3105,310501,0,1576
384145,Gitesi,-2.0673,29.3494,P,PPL,14,31,3101,310105,0,1543
384156,Gitsimbwe,-2.2352,29.1957,P,PPLL,14,37,3709,370904,0,1703
384157,Butembo,-2.2207,29.2075,P,PPL,14,37,3704,370405,0,1555
384159,Rwamatamu,-2.1994,29.2366,P,PPL,14,37,3704,370401,0,1698
384160,Kibingo,-2.19417,29.25972,P,PPLL,14,37,3704,370404,0,1627
384161,Giko,-2.2424,29.3008,P,PPLL,14,37,3711,371104,0,1866
384162,Gisovu,-2.2371,29.3632,P,PPL,14,31,3113,311306,0,2349
384163,Twumba,-2.24817,29.37452,P,PPLL,14,31,3113,311302,0,2179
384164,Gikaranka,-2.21605,29.37007,L,LCTY,14,,,,0,2201
384166,Rwankuba,-2.183,29.3819,P,PPLL,14,31,3112,311204,0,2184
384167,Kavumu,-2.2265,29.4035,P,PPLL,14,31,3113,311305,0,2034
384168,Karongi,-2.15056,29.395,P,PPLL,14,31,3104,310406,0,2122
384170,Gisayura,-2.2536,29.4395,P,PPLL,14,31,3108,310803,0,2108
384172,Ruganda,-2.2195,29.4927,P,PPL,14,31,3111,311107,0,1795
384173,Shoba,-2.2126,29.4498,P,PPLL,14,31,3111,311106,0,2192
384174,Mwendo,-2.1803,29.5063,P,PPL,14,31,3102,310205,0,1851
384175,Kabilizi,-2.1494,29.5071,P,PPL,14,31,3102,310201,0,1775
384176,Mukungu,-2.16944,29.44278,S,MSSN,14,31,3104,310408,0,2166
384177,Kagunga,-2.1736,29.4448,P,PPL,14,31,3104,310408,0,2158
384178,Bwakira,-2.1571,29.5515,P,PPL,14,31,3106,310602,0,1651
384179,Mbogo,-2.0991,29.4615,P,PPLL,14,31,3110,311004,0,1976
384181,Gitesi,-2.1139,29.4022,P,PPL,14,31,3104,310405,0,1869
384182,Sakinnyaga,-2.072,29.3982,P,PPLL,14,31,3109,310908,0,1663
384183,Ngoma,-2.08097,29.48087,P,PPLL,14,31,3110,311002,0,2052
384184,Ndaba,-2.04389,29.48889,P,PPLL,14,32,3206,320602,0,2214
384185,Kivumu,-2.0496,29.602,P,PPL,14,35,3512,351203,0,1671
384187,Mwendo,-2.0196,29.5354,P,PPLL,14,32,3206,320606,0,2158
384188,Mukore,-1.9551,29.4685,P,PPLL,14,32,3213,321301,0,2277
384190,Birambo,-1.918,29.4497,P,PPLL,14,32,3205,320502,0,2491
384191,Kagano,-1.9546,29.422,P,PPL,14,32,3205,320503,0,2359
384192,Rutsiro,-1.9577,29.3843,P,PPL,14,32,3202,320202,0,1968
384194,Mucubira,-2.298,29.6505,P,PPL,15,21,2103,210302,0,1703
384195,Gacu,-2.3346,29.7248,P,PPLL,15,21,2110,211001,0,1771
384196,Murama,-2.2705,29.7021,P,PPL,15,21,2106,210606,0,1748
384197,Kadaho,-2.2646,29.6191,P,PPL,15,21,2103,210301,0,1701
384198,Masango,-2.222,29.6608,P,PPL,15,26,2605,260505,0,1832
384199,Rwesero,-2.22361,29.58181,P,PPLL,15,26,2603,260305,0,1646
384200,Hanika,-2.32831,29.75659,H,STMI,15,,,,0,1727
384203,Kigoma,-2.25534,29.79453,P,PPL,15,26,2609,260907,0,1747
384204,Ntongwe,-2.227,29.8663,P,PPLL,15,26,2608,260804,0,1626
384205,Rubona,-2.17526,29.87175,P,PPL,15,26,2604,260404,0,1524
384207,Muremure,-2.15295,29.61935,P,PPL,15,26,2605,260502,0,1727
384209,Dusego,-2.1564,29.6821,P,PPLL,15,26,2607,260703,0,1740
384210,Mukingi,-2.1575,29.7422,P,PPL,15,26,2602,260201,0,1815
384211,Gitega,-2.1326,29.7226,P,PPL,15,26,2602,260204,0,1857
384212,Nyarusange,-2.09278,29.67606,P,PPLL,15,27,2709,270904,0,1769
384213,Buhoro,-2.1866,29.7829,P,PPL,15,26,2609,260901,0,1783
384214,Mayunzwe,-2.16491,29.81021,P,PPLL,15,26,2606,260604,0,1717
384215,Rwamaraba,-2.1326,29.7887,P,PPL,15,27,2712,271203,0,1825
384216,Mbuye,-2.13088,29.84844,P,PPL,15,26,2606,260607,0,1673
384217,Gisali,-2.1649,29.901,P,PPL,15,26,2604,260402,0,1556
384218,Gitovu,-2.243,29.9484,P,PPL,15,21,2102,210201,0,1480
384219,Kiyonza,-2.13951,29.965,P,PPLL,15,28,2805,280501,0,1436
384220,Nyarubaka,-2.0943,29.8442,P,PPL,15,28,2809,280903,0,1657
384221,Mushubati,-2.0678,29.72,P,PPL,15,27,2705,270502,0,1817
384223,Bulinga,-1.9981,29.7015,P,PPL,15,27,2711,271101,0,1810
384225,Nteko,-2.0892,29.9761,P,PPL,15,28,2805,280505,0,1552
384226,Kigese,-2.0106,29.9648,P,PPL,15,28,2810,281002,0,1501
384230,Cubi,-1.8753,29.8345,L,LCTY,15,,,,0,1936
384233,Nkomane,-1.9839,29.8442,P,PPLL,15,28,2806,280606,0,1651
384234,Cyeza,-2.0139,29.794,P,PPL,15,27,2701,270105,0,1905
384235,Mara,-1.917,29.8005,P,PPLL,15,28,2804,280404,0,1638
384237,Nyabikenke,-1.82667,29.77389,L,LCTY,15,,,,0,1589
384238,Ndiza,-1.87778,29.75306,P,PPL,15,27,2704,270404,0,1775
384239,Ndiza,-1.84389,29.72667,L,LCTY,15,,,,0,2146
384241,Kagogwe,-1.8953,29.6786,P,PPL,15,27,2703,270301,0,1511
384242,Nyakabanda,-1.8414,29.6835,P,PPL,15,27,2703,270302,0,1575
384243,Shaki,-1.8023,29.6809,P,PPL,15,27,2707,270701,0,1624
384244,Kigina,-1.7845,29.7324,P,PPLL,15,27,2710,271002,0,2035
384246,Cyeru,-2.1584,29.9547,P,PPL,15,28,2805,280502,0,1518
384247,Macigata,-2.3158,29.6363,H,STM,15,,,,0,1554
384248,Cyihene,-2.24639,29.76556,H,STM,15,,,,0,1665
384249,Byabariza,-2.07444,29.97,H,STM,15,,,,0,1371
384250,Gikeri,-1.9743,29.65,H,STM,15,,,,0,1474
384251,Karumba,-1.97852,29.82719,H,STM,15,,,,0,1537
384252,Cyogo,-1.89,29.9527,H,STM,15,,,,0,1363
384253,Rwabo,-1.8849,29.9263,H,STMI,15,,,,0,1409
384255,Gasayo,-1.9079,29.7754,H,STM,15,,,,0,1499
384256,Kirkereri,-1.89667,29.75944,H,STM,15,,,,0,1559
384257,Murandi,-1.8976,29.6733,H,STM,15,,,,0,1419
384258,Rusasa,-1.8105,29.6778,H,STM,15,,,,0,1580
384259,Vumbi,-1.8567,29.2998,P,PPL,14,32,3209,320902,0,1686
384260,Kivumu,-1.7769,29.3146,P,PPL,14,32,3204,320402,0,1969
384261,Mukondo,-1.7209,29.3402,P,PPL,14,33,3310,331005,0,2043
384263,Busasamana,-1.6049,29.3538,P,PPL,14,33,3302,330203,0,2166
384264,Rwerere,-1.6034,29.3504,P,PPL,14,33,3302,330203,0,2146
384265,Mutura,-1.5969,29.3895,P,PPL,14,33,3307,330702,0,2339
384266,Kora,-1.6101,29.445,P,PPL,14,34,3401,340104,0,2474
384267,Mutovu,-1.543,29.3592,P,PPL,14,33,3301,330105,0,2195
384268,Bukinanyana,-1.622,29.46,P,PPL,14,34,3402,340201,0,2397
384269,Karago,-1.6563,29.5066,P,PPL,14,34,3405,340504,0,2537
384270,Gicye,-1.7,29.561,P,PPL,14,34,3403,340306,0,2232
384271,Gaseke,-1.766,29.5501,P,PPL,14,35,3504,350403,0,2372
384272,Kavumu,-1.8396,29.552,P,PPLL,14,35,3506,350601,0,2106
384273,Satinsyi,-1.8084,29.6251,P,PPL,14,35,3503,350301,0,1706
384274,Sovu,-1.9093,29.5659,P,PPLL,14,35,3513,351304,0,2007
384275,Kageyo,-1.86889,29.59361,L,LCTY,14,,,,0,2164
384276,Kibilira,-1.9388,29.626,P,PPL,14,35,3502,350206,0,1654
384277,Mwumba,-1.9279,29.5488,P,PPLL,14,35,3513,351306,0,2150
384278,Bayi,-1.87417,29.48806,L,LCTY,14,,,,0,2455
384279,Cyimbili,-1.825,29.3042,H,STM,14,,,,0,1755
384280,Gatare,-1.751,29.3728,H,STM,14,,,,0,1931
384281,Rugere,-1.79472,29.39722,H,STM,14,,,,0,2313
384282,Gibeya,-1.80306,29.41361,H,STM,14,,,,0,2342
384284,Gihirwa,-1.6376,29.5227,H,STMC,14,,,,0,2276
384285,Rwaza,-1.6728,29.5826,H,STM,14,,,,0,1915
384286,Basera,-1.6814,29.5492,H,STM,14,,,,0,2127
384287,Kamunda,-1.7075,29.54556,H,STM,14,,,,0,2166
384288,Rubona,-1.72083,29.63528,H,STM,14,,,,0,1482
384289,Giciye,-1.6512,29.6333,H,STM,14,,,,0,1466
384290,Gapfunsi,-1.7879,29.4873,H,STM,14,,,,0,2445
384292,Kironko,-1.8007,29.5425,H,STM,14,,,,0,2086
384293,Mpazi,-1.88667,29.5925,H,STM,14,,,,0,1825
384294,Mugogwe,-1.9126,29.5762,H,STM,14,,,,0,1893
384295,Nganzo,-1.92694,29.56333,H,STM,14,,,,0,1969
384296,Kijo,-1.9436,29.542,H,STM,14,,,,0,1984
384297,Nyantango,-1.92007,29.50057,H,STM,14,,,,0,2180
384298,Rukubi,-1.9741,29.6217,H,STM,14,,,,0,1543
384299,Guintili,-1.97694,29.61917,H,STM,0,,,,0,1575
384301,Susa,-1.5343,29.6322,H,STMI,13,,,,0,1683
384302,Musarara,-1.62194,29.65333,H,STM,13,,,,0,1587
384303,Kinoko,-1.6847,29.6694,H,STM,13,,,,0,1615
384304,Gaseke,-1.6075,29.69889,H,STM,13,,,,0,1747
384305,Gilambi,-1.5975,29.70611,H,STM,13,,,,0,1700
384306,Unganba,-1.74861,29.71,H,STM,13,,,,0,1429
384307,Rugesi,-1.41972,29.83583,H,STM,0,,,,0,2046
384308,Kabali,-1.4353,29.8118,H,STM,13,,,,0,1970
384309,Nyamusanze,-1.5099,29.8107,H,STM,13,,,,0,1869
384310,Kinoni,-1.649,29.8087,H,STM,13,,,,0,1652
384311,Mukamira,-1.61112,29.49687,P,PPL,14,34,3407,340705,0,2334
384312,Nkuli,-1.587,29.5292,P,PPL,13,,,,0,2250
384313,Ryinyo,-1.6323,29.5452,P,PPLL,14,34,3406,340606,0,2438
384314,Kagera,-1.635,29.57083,L,LCTY,14,,,,0,2433
384315,Nyabirehe,-1.5434,29.5173,P,PPLL,13,43,4305,430504,0,2577
384316,Tubungo,-1.6418,29.6284,P,PPL,14,34,3410,341003,0,1500
384317,Nyamutera,-1.6288,29.627,P,PPL,14,34,3410,341001,0,1552
384318,Nyakinama,-1.5614,29.6304,P,PPL,13,43,4311,431105,0,1657
384319,Shingiro,-1.4854,29.5322,P,PPLL,13,43,4315,431504,0,2483
384320,Mukingo,-1.5394,29.5558,P,PPL,13,43,4305,430503,0,2210
384322,Nyarutovu,-1.64725,29.77516,P,PPL,13,42,4204,420404,0,1766
384323,Ndusu,-1.6965,29.6591,P,PPL,13,42,4212,421204,0,1614
384324,Gihinga,-1.61641,29.8608,P,PPLL,13,42,4205,420503,0,1936
384325,Kabuye,-1.59751,29.81852,P,PPLL,13,42,4207,420704,0,2429
384326,Kavumu,-1.5871,29.6621,P,PPLL,13,43,4314,431401,0,1817
384327,Ntarama,-1.5644,29.7483,P,PPLL,13,43,4304,430403,0,1868
384328,Remera,-1.539,29.7262,P,PPLL,13,43,4313,431303,0,1876
384329,Ruhondo,-1.5375,29.7186,P,PPL,13,43,4313,431303,0,1875
384330,Gacaca,-1.5028,29.6857,P,PPL,13,43,4303,430304,0,1846
384331,Kigombe,-1.5105,29.6418,P,PPL,13,43,4308,430802,0,1823
384332,Ntaruka,-1.47278,29.73694,L,LCTY,13,,,,0,1779
384333,Nkumba,-1.4548,29.6964,P,PPL,13,44,4405,440505,0,1920
384334,Burera,-1.41866,29.75012,P,PPL,13,44,4413,441304,0,1908
384335,Rutovu,-1.3362,29.8225,P,PPLL,13,44,4410,441004,0,2073
384336,Runaba,-1.3942,29.8355,P,PPLL,13,44,4402,440201,0,2117
384337,Kirambo,-1.4884,29.8398,P,PPL,13,44,4417,441701,0,2104
384338,Cyeru,-1.4888,29.8305,P,PPL,13,44,4416,441602,0,2119
384339,Rugendabare,-1.53071,29.79458,P,PPLL,13,44,4414,441404,0,2011
384340,Nyamugali,-1.6017,29.88204,P,PPL,13,44,4412,441201,0,1843
384341,Rwerere,-1.4985,29.8724,P,PPLL,13,44,4417,441702,0,2173
384342,Kanombe,-1.10361,30.36389,L,LCTY,11,,,,0,1419
384343,Rwimiyaga,-1.22337,30.39381,T,HLL,11,52,5213,521305,0,1389
384344,Bugaragara,-1.28361,30.51222,L,LCTY,11,,,,0,1444
384345,Bwanga,-1.30306,30.41472,L,LCTY,11,,,,0,1366
384346,Marongero,-1.3447,30.3931,T,SPUR,11,,,,0,1420
384347,Nyarwata,-1.3399,30.5427,T,HLL,11,52,5203,520306,0,1396
384350,Karama,-1.38522,30.15429,P,PPL,11,52,5202,520207,0,1540
384351,Nyagasigati,-1.266,30.2489,P,PPLL,11,52,5214,521402,0,1500
384352,Rukomo,-1.3891,30.2264,P,PPLL,11,52,5201,520104,0,1478
384353,Gatunda,-1.42208,30.16365,P,PPLL,11,52,5201,520105,0,1570
384354,Muhororo,-1.45443,30.60359,T,RDGE,11,,,,0,1611
384355,Mubali,-1.4735,30.7096,T,HLL,11,53,5314,531402,0,1406
384356,Kajumbura,-1.5578,30.7239,T,SPUR,11,,,,0,1414
384357,Mutumba,-1.5894,30.6413,T,MT,11,53,5314,531402,0,1804
384359,Senene,-1.5515,30.5486,T,HLL,11,53,5314,531402,0,1493
384360,Tuntu,-1.6667,30.5517,T,MT,11,54,5406,540601,0,1657
384362,Kayonza,-1.3822,30.4884,H,WTLD,11,,,,0,1378
384363,Kabungo,-1.4271,30.3244,T,RDGE,11,,,,0,1477
384364,Kahi,-1.4198,30.3848,T,HLL,11,52,5203,520303,0,1425
384367,Cyabahanga,-1.3626,30.3342,T,HLL,11,52,5210,521002,0,1489
384370,Mulindi,-1.475,30.0382,P,PPL,13,45,4507,450703,0,1880
384371,Bungwe,-1.51798,30.13182,P,PPLL,13,45,4517,451701,0,2090
384372,Mukama,-1.4342,30.2072,P,PPLL,11,52,5208,520804,0,1422
384373,Rurama,-1.51944,30.265,L,LCTY,11,,,,0,1562
384374,Kiburara,-1.6387,30.4093,P,PPLL,11,53,5304,530403,0,1674
384376,Remera,-1.69878,30.31527,P,PPLL,11,53,5312,531204,0,1768
384378,Rubona,-1.7764,30.434,P,PPL,11,53,5307,530704,0,1609
384379,Gikoma,-1.70856,30.36847,P,PPLL,11,53,5313,531306,0,1512
384380,Nyabisindu,-1.8286,30.3867,P,PPL,11,53,5306,530604,0,1538
384382,Giti,-1.7854,30.2203,P,PPL,13,45,4501,450101,0,1841
384383,Kinjojo,-1.7019,30.1651,P,PPLL,13,45,4518,451801,0,2041
384384,Rurembo,-1.7627,30.1408,P,PPLL,13,45,4518,451806,0,1783
384385,Mutete,-1.7129,30.0984,P,PPL,13,45,4512,451203,0,1997
384386,Kinyami,-1.6415,30.1336,P,PPL,13,45,4516,451606,0,2049
384387,Bwisige,-1.5643,30.1546,P,PPL,13,45,4502,450201,0,1942
384388,Buhanga,-1.5868,30.196,P,PPLL,11,53,5311,531106,0,1822
384389,Nyagahanga,-1.62302,30.21696,P,PPLL,13,,,,0,1672
384391,Muyanza,-1.69528,30.03778,L,LCTY,13,,,,0,1743
384392,Rugarama,-1.551,30.0479,P,PPLL,13,45,4503,450303,0,2194
384393,Kitazigurwa,-1.5408,30.1066,P,PPLL,13,45,4521,452102,0,2108
384395,Burehe,-1.6258,29.9341,P,PPLL,13,41,4106,410601,0,1834
384396,Yaramba,-1.5783,29.9962,P,PPLL,13,45,4514,451407,0,2151
384398,Bungwe,-1.4925,29.96222,L,LCTY,13,,,,0,2143
384400,Nyagisozi,-1.5196,29.973,P,PPLL,13,45,4508,450805,0,2263
384402,Mutojo,-1.3417,30.2397,H,STM,11,,,,0,1377
384403,Cyanyabahima,-1.2364,30.3265,H,STMI,11,,,,0,1360
384404,Kayihenda,-1.3852,30.1972,H,STM,11,,,,0,1426
384405,Buguma,-1.36417,30.21861,H,STM,11,,,,0,1394
384406,Mwendaki,-1.51745,30.30116,T,PK,11,52,5204,520408,0,1485
384407,Nyantojo,-1.5491,30.3039,H,STMI,11,,,,0,1398
384408,Nyarutovu,-1.5633,30.2971,H,STM,11,,,,0,1394
384409,Murongero,-1.42639,30.25806,H,STM,11,,,,0,1364
384410,Nkuma,-1.43556,30.13333,H,LK,11,,,,0,1565
384412,Rwaranda,-1.4777,30.0692,H,STMI,13,,,,0,1918
384413,Gasiza,-1.4874,30.0446,H,STM,13,,,,0,1815
384414,Rwasama,-1.52028,30.03611,H,STM,13,,,,0,1818
384415,Burambo,-1.5873,30.1423,H,STM,13,,,,0,1709
384416,Nyabitare,-1.4904,30.2342,H,STMI,11,,,,0,1383
384417,Cyamuganga,-1.4928,30.22694,H,STM,11,,,,0,1390
384418,Rurelie,-1.60028,30.29222,H,STM,11,,,,0,1413
384419,Ruboroga,-1.6094,30.2932,H,STM,11,,,,0,1421
384420,Kagende,-1.8179,30.4356,H,STM,11,,,,0,1446
384421,Kabana,-1.6679,30.3959,H,STM,11,,,,0,1394
384422,Ntende,-1.6964,30.4126,H,STM,11,,,,0,1388
384423,Nyamweru,-1.66368,30.49522,H,WTLD,11,,,,0,1326
384424,Kabana,-1.6661,30.4512,H,STM,11,,,,0,1348
384425,Nyiragatugu,-1.8248,30.2574,H,STM,13,,,,0,1466
384426,Bulimbi,-1.7186,30.2225,H,STM,13,,,,0,1569
384427,Murusumo,-1.6236,30.1666,H,STM,13,,,,0,1672
384428,Kazigizigi,-1.6351,30.1784,H,STM,13,,,,0,1664
384429,Murama,-1.7884,30.1559,H,STM,13,,,,0,1455
384431,Rakonda,-1.58278,29.97611,H,STM,13,,,,0,2059
384432,Nyarukore,-1.4434,29.9964,H,STM,13,,,,0,1814
384434,Buheta,-1.6712,29.8147,P,PPLL,13,42,4204,420401,0,1787
384435,Rutendli,-1.66722,29.86,L,LCTY,13,,,,0,1753
384436,Bumbogo,-1.71306,29.85306,P,PPL,13,42,4219,421903,0,1807
384437,Tare,-1.7152,29.9033,P,PPL,13,41,4103,410304,0,2070
384438,Minazi,-1.7463,29.7816,P,PPLL,13,42,4211,421102,0,1877
384439,Musasa,-1.8275,29.8477,P,PPL,13,42,4217,421704,0,1894
384442,Mbogo,-1.7664,29.9702,P,PPL,13,41,4110,411002,0,1962
384443,Kabere,-1.78917,29.955,L,LCTY,13,,,,0,2006
384444,Butangampundu,-1.742,30.0611,P,PPLL,13,41,4102,410201,0,1787
384445,Ngoma,-1.80301,30.00003,P,PPLL,13,41,4112,411203,0,2028
384446,Mugambazi,-1.78639,30.04806,P,PPL,13,41,4111,411103,0,1918
384447,Bweramvura,-1.8667,30.0416,P,PPLL,12,12,1205,120502,0,1726
384448,Rutongo,-1.8638,30.0376,P,PPL,12,12,1205,120502,0,1703
384449,Kanyinya,-1.91588,30.00609,P,PPL,12,11,1102,110201,0,1752
384450,Gikomero,-1.84993,30.15181,P,PPL,12,12,1201,120107,0,1658
384451,Jurwe,-1.9081,30.1923,P,PPLL,12,12,1211,121105,0,1571
384452,Gicaca,-1.935,30.2485,P,PPLL,12,12,1214,121408,0,1432
384453,Gikoro,-1.9323,30.3332,P,PPL,11,51,5109,510904,0,1665
384454,Rutoma,-1.907,30.3189,P,PPLL,11,51,5109,510906,0,1659
384455,Butamwa,-2.02458,30.02388,P,PPL,12,11,1105,110501,0,1429
384456,Burema,-2.03702,30.07058,P,PPL,12,11,1105,110503,0,1480
384457,Nyarubande,-2.0568,30.0199,P,PPLL,12,11,1105,110504,0,1445
384458,Rwabutenge,-2.0241,30.1039,P,PPL,12,13,1301,130101,0,1520
384459,Rusheshe,-2.0357,30.1971,P,PPLL,12,13,1308,130806,0,1405
384460,Bicumbi,-1.9932,30.3655,P,PPLL,11,51,5111,511101,0,1674
384461,Mwulire,-1.9747,30.402,P,PPL,11,51,5111,511103,0,1645
384462,Nzige,-2.01663,30.3443,P,PPLL,11,51,5113,511302,0,1546
384463,Karenge,-2.0809,30.3092,P,PPL,11,51,5104,510405,0,1515
384464,Gahengeri,-1.977,30.309,P,PPLL,11,51,5102,510204,0,1672
384465,Nyakaliro,-2.036,30.2566,P,PPLL,11,51,5112,511204,0,1526
384470,Mwogo,-2.0694,30.13661,P,PPLL,11,57,5707,570702,0,1374
384471,Musovu,-2.0917,30.1846,P,PPLL,11,57,5702,570204,0,1459
384472,Karera,-2.13992,30.17419,P,PPL,11,57,5712,571202,0,1418
384473,Juru,-2.092,30.2229,P,PPL,11,57,5702,570201,0,1606
384474,Rwinume,-2.138,30.2168,P,PPLL,11,57,5702,570205,0,1406
384475,Rilima,-2.1578,30.2268,P,PPL,11,57,5712,571203,0,1406
384476,Kanazi,-2.1418,30.0881,P,PPL,11,57,5710,571005,0,1430
384477,Rulindo,-2.1547,30.0075,P,PPL,11,57,5706,570604,0,1446
384478,Gicaca,-2.1895,30.0173,P,PPL,11,57,5706,570601,0,1469
384479,Nyagihunika,-2.2082,30.0699,P,PPL,11,57,5706,570603,0,1463
384480,Kavumu,-2.32611,30.11972,L,LCTY,9,,,,0,1447
384481,Nyakayaga,-2.35242,30.12743,P,PPLL,11,57,5703,570304,0,1441
384482,Nziranziza,-2.24028,30.00333,P,PPLL,11,57,5715,571502,0,1407
384483,Gihinga,-2.2888,29.9781,P,PPLL,11,57,5711,571101,0,1412
384484,Mareba,-2.2678,30.0787,P,PPL,11,57,5704,570401,0,1409
384485,Kindama,-2.305,30.06944,L,LCTY,9,,,,0,1446
384486,Ngenda,-2.3091,30.0652,P,PPLL,11,57,5713,571304,0,1495
384488,Ruhuha,-2.30403,30.05134,P,PPL,11,57,5713,571305,0,1497
384489,Kigeli,-2.4271,30.1812,H,STMI,9,,,,0,1361
384490,Fatinkanda,-2.313,30.1499,H,STMI,11,,,,0,1347
384491,Kibaya,-2.336,30.0562,H,STM,11,,,,0,1368
384492,Gahosha,-2.2385,30.0208,H,MRSH,11,,,,0,1348
384494,Ruvomo,-2.0736,30.3253,H,STMI,11,,,,0,1337
384496,Kamiranzovu,-2.013,30.4185,H,STM,11,,,,0,1352
384497,Rugugu,-2.01167,30.41694,H,STM,11,,,,0,1358
384498,Bigagu,-1.98806,30.18361,H,STM,12,,,,0,1341
384499,Nyamugali,-1.9122,30.1839,H,STMI,12,,,,0,1442
384500,Bwongera,-1.95306,30.27222,H,STM,11,,,,0,1369
384501,Gikono,-1.9506,30.2647,H,STM,9,,,,0,1376
384502,Rwakiramba,-1.8757,30.33197,H,STM,11,,,,0,1475
384503,Rwanaluma,-1.92417,30.11333,H,STM,12,,,,0,1400
384504,Nyacyonga,-1.8635,30.0884,H,STM,12,,,,0,1398
384505,Gatare,-1.8191,30.1443,H,STM,12,,,,0,1435
384506,Rwankuba,-1.8383,30.1556,P,PPLL,12,12,1201,120105,0,1541
384507,Muhaxi,-1.79806,30.17194,H,STM,0,,,,0,1460
384508,Nyakabingo,-1.9043,29.9743,H,STM,13,,,,0,1371
384509,Gatare,-1.84583,29.98944,H,STM,13,,,,0,1644
384510,Nyamabuye,-1.8617,29.9168,H,STM,13,,,,0,1368
384511,Buhniha,-1.83,29.80028,H,STM,13,,,,0,1391
384512,Congori,-1.8265,29.798,H,STM,13,,,,0,1381
384513,Gaseke,-1.8223,29.7908,H,STM,13,,,,0,1383
384514,Mugera,-1.80111,29.76917,H,STM,9,,,,0,1385
384515,Rutamba,-1.7998,29.7691,H,STM,13,,,,0,1382
384516,Kitabire,-1.65,30.6762,L,LCTY,11,,,,0,1396
384517,Bweya,-1.6885,30.7041,T,PEN,11,,,,0,1309
384518,Kageyo,-1.7269,30.7834,T,HLL,11,54,5406,540601,0,1366
384519,Kabondo,-1.7424,30.7579,L,LCTY,11,,,,0,1324
384520,Nsoka-Gisha,-1.73291,30.56931,L,LCTY,11,,,,0,1607
384521,Rwisirabo,-1.76969,30.71788,T,MT,11,54,5407,540701,0,1595
384522,Nyamiyaga,-1.8224,30.5853,P,PPLL,11,54,5401,540102,0,1668
384524,Maziba,-1.8016,30.7713,T,HDLD,11,,,,0,1306
384525,Rurama,-1.8798,30.7429,L,LCTY,11,,,,0,1311
384526,Mutisimu,-1.8451,30.615,T,MT,11,54,5407,540703,0,1415
384527,Muhazi,-1.9006,30.41,P,PPL,11,51,5103,510307,0,1534
384528,Gishali,-1.9153,30.4224,P,PPL,11,51,5103,510302,0,1534
384530,Nyakakonji,-1.92696,30.69379,T,PK,11,54,5407,540701,0,1607
384531,Karuzizi,-1.9925,30.72528,L,LCTY,11,,,,0,1311
384532,Gisozi,-1.9845,30.6535,P,PPL,11,54,5402,540201,0,1438
384533,Shyanda,-2.0308,30.593,P,PPLL,11,54,5405,540501,0,1764
384534,Gashaka,-1.93361,30.56611,L,LCTY,11,,,,0,1640
384535,Kayonza,-1.9509,30.5205,P,PPL,11,54,5409,540903,0,1605
384536,Rutonde,-1.9496,30.4401,P,PPLL,11,51,5106,510609,0,1538
384537,Rutonde,-1.9767,30.4548,P,PPLL,11,51,5105,510501,0,1451
384538,Rweru,-2.0176,30.4482,P,PPL,11,51,5107,510704,0,1498
384539,Murama,-2.0465,30.6183,P,PPLL,11,54,5405,540503,0,1636
384540,Kabare II,-2.08065,30.64592,L,LCTY,11,,,,0,1696
